sample	MEleiden6	MEleiden5	MEleiden3	MEleiden1	MEleiden2	MEleiden4	MEgrey
LV7008886726	-3.18454846073765	-2.96928146319937	9.32878683799903	-5.56387024936308	-5.91531109524766	6.27782391731425	-1.60303828222409
LV7008886702	-2.99245963031655	24.3644250623668	-3.19072141718458	-1.35607810243542	4.05485628673338	7.71348444867877	-1.59180487851714
LV7008886763	-3.46819735736922	17.7301500572602	-7.55664001974151	-6.26941022052013	-11.0967531148477	-8.13108489161638	-0.784991247919889
LV7008886739	0.133006881618602	8.86472554105134	11.9356487925303	46.5025469702177	19.0052209234024	14.6409437644812	-3.07994259963061
LV7008886715	21.5617144133416	-0.99709230051962	-0.850230708587337	8.67221431464133	13.0911495200361	8.65924894318327	-2.02705382466046
LV7008886226	-2.57259165131836	-1.45633071817098	-6.22689594492092	-4.60590879215909	-3.30134099593924	2.54748145389917	2.29502417578736
LV7008886752	2.95941853057865	-2.75983499871647	-6.9579852745948	-5.85609408640029	2.97819184019252	4.51182035061742	-1.13859068544349
LV7008886728	1.87998839106768	-3.64374860043743	-7.13794312599214	-5.93298084132401	1.59604185611747	2.74553010348916	-0.941809762588723
LV7008886704	-2.41049308104661	-3.56112458052419	-6.24870836199387	-6.90306406840293	-4.27496681730199	1.23651780684577	-0.451109885910327
LV7008886753	-3.31965869455247	-3.53239757148639	-5.11115113737217	-5.9324644112204	-10.65245807659	-4.11213095230175	0.0903855887711538
LV7008886717	-2.43129828246611	-2.74332814237124	-4.33217938108872	-6.23589993193093	-8.02164925294953	0.331210464823628	-1.42079330399422
LV7008886229	-0.953055107918913	0.0366087131232962	21.8597903686166	1.88331477936962	9.88918813752841	14.2657940439949	21.3319032651811
LV7008886766	-0.911065818703936	0.309817496858112	29.1766511765072	3.37630525590937	8.34277223497692	13.4407409611014	9.40432216533352
LV7008886742	0.774743208953075	0.751339643118743	21.1937407493957	7.47414959323099	12.4443591625224	15.4038301864932	19.5421422426199
LV7008886718	-2.9770763923197	-1.74883233168863	7.969470341088	-1.95834885644274	4.49012579967892	9.12762167596716	12.0700787665206
LV7008886755	-3.46819735736922	-2.39537126219324	7.6495238940378	-5.85427921207769	-3.41738640044804	8.19868353614585	25.9408300265547
LV7008886731	-2.96809027135431	-2.04912918463529	-4.90556072946579	-6.12154457939861	-9.80772998251323	3.02962577154967	18.3690032202569
LV7008886707	-2.48061341310804	-2.35005469580725	-0.272202215682657	-5.50233908966099	-6.48698265524612	6.73201647145504	26.9013351884022
LV7008886780	-3.46819735736922	-1.63097453230836	15.924112608142	-2.33465151981272	6.4887595270561	12.2072977635471	18.3819050986771
LV7008886756	-3.13056274347296	-2.81985289869722	-3.33000569830259	-6.73073578411143	-9.38396546106405	4.41691296925701	24.9084084894986
LV7008886720	-1.03874387099731	-1.75125482855716	8.62340899819528	-5.29238192004407	-8.2216966867604	6.47565057163419	35.6508754338952
LV7008886228	-3.28606516191943	-3.37283620727784	-8.51642813639047	-7.52224344381708	-15.0644298275601	-25.1335233448372	-1.42079330399422
LV7008886769	-3.46819735736922	-2.60271043359046	-8.58073889420449	-6.9319151575156	-11.4250194012594	-18.8642660671352	0.966282739687384
LV7008886745	-3.22441321923623	-3.71942180991012	-7.71130461395536	-7.10984868169336	-9.7111062040802	-7.57607841824743	0.318597866068311
LV7008886721	-3.46819735736922	-2.1653968217007	-4.46451991906672	-5.55620701543773	1.01582475002336	2.76076711953541	0.641576504995117
